task_id,correct_shape,correct_size,generated_shape,generated_size,accuracy,failed,error_type,correct_grid,generated_grid,source_file,shape_match,size_diff,size_ratio
2281f1f4,"(10, 10)",100,"(5, 10)",50.0,0.0,False,,"5 0 5 5 0 0 5 0 5 0
0 0 0 0 0 0 0 0 0 0
2 0 2 2 0 0 2 0 2 5
2 0 2 2 0 0 2 0 2 5
0 0 0 0 0 0 0 0 0 0
2 0 2 2 0 0 2 0 2 5
0 0 0 0 0 0 0 0 0 0
2 0 2 2 0 0 2 0 2 5
0 0 0 0 0 0 0 0 0 0
2 0 2 2 0 0 2 0 2 5","5 0 5 5 0 0 5 0 5 0
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 5
0 0 0 0 0 0 0 0 0 5
0 0",llada_parallel.out,False,50.0,0.5
228f6490,"(10, 10)",100,,,0.0,False,,"0 0 5 5 5 5 5 0 0 2
2 0 5 7 7 7 5 0 0 0
0 0 5 5 7 5 5 0 0 0
0 0 5 5 5 5 5 0 0 0
0 0 5 5 5 5 5 0 0 2
0 0 0 0 0 2 0 2 0 0
0 0 0 0 0 0 0 0 0 0
0 0 0 5 5 5 5 5 5 5
0 2 0 5 4 4 4 5 5 5
2 0 0 5 5 5 5 5 5 5",,llada_parallel.out,False,,
22eb0ac0,"(10, 10)",100,"(1, 42)",42.0,0.0,False,,"0 0 0 0 0 0 0 0 0 0
4 0 0 0 0 0 0 0 0 2
0 0 0 0 0 0 0 0 0 0
3 3 3 3 3 3 3 3 3 3
0 0 0 0 0 0 0 0 0 0
2 0 0 0 0 0 0 0 0 9
0 0 0 0 0 0 0 0 0 0
6 6 6 6 6 6 6 6 6 6
0 0 0 0 0 0 0 0 0 0
9 0 0 0 0 0 0 0 0 4",0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 3 0 0,llada_parallel.out,False,58.0,0.42
234bbc79,"(3, 8)",24,"(3, 11)",33.0,0.0,False,,"0 2 1 1 0 0 0 0
2 2 0 1 0 3 8 8
0 0 0 1 3 3 0 8","0 0 0 0 0 0 0 0 0 0 0
2 2 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0",llada_parallel.out,False,9.0,1.375
23581191,"(9, 9)",81,"(5, 9)",45.0,0.0,False,,"0 7 0 0 8 0 0 0 0
8 2 8 8 8 8 8 8 8
0 7 0 0 8 0 0 0 0
0 7 0 0 8 0 0 0 0
0 7 0 0 8 0 0 0 0
0 7 0 0 8 0 0 0 0
7 7 7 7 2 7 7 7 7
0 7 0 0 8 0 0 0 0
0 7 0 0 8 0 0 0 0","0 0 0 8 0 0 7 0 0
8 8 8 8 8 8 2 8 8
0 0 0 8 0 0 7 0 0
7 7 7 2 7 7 7 7 7
0 0 0 0 0 0",llada_parallel.out,False,36.0,0.5555555555555556
239be575,"(1, 1)",1,"(7, 6)",42.0,0.0,False,,8,"0 0 0 0 0 0
0 0 0 0 0 0
0 0 0 0 0 0
0 0 0 0 0 0
0 0 0 0 0 0
0 0 0 0 0 0
0 0 0 0 0 0",llada_parallel.out,False,41.0,42.0
23b5c85d,"(3, 3)",9,"(4, 11)",44.0,0.0,False,,"6 6 6
6 6 6
6 6 6","4 4 4 4 4 4 4 4 4 4 4
4 4 4 4 4 4 4 4 4 4
4 4 4 4 4 4 4 4 4 4 4
4 4 4 4 4 4 4 4 4 4",llada_parallel.out,False,35.0,4.888888888888889
253bf280,"(12, 13)",156,"(1, 42)",42.0,0.0,False,,"0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 8 3 3 3 3 3 3 3 8 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 8 3 3 3 3 3 8
0 0 0 0 0 0 0 0 0 0 0 0 0
0 8 0 0 0 0 0 0 0 0 0 0 0
0 3 0 0 0 0 0 0 0 0 0 0 0
0 3 0 0 0 0 0 0 8 0 0 0 0
0 8 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 0 0 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,llada_parallel.out,False,114.0,0.2692307692307692
25d487eb,"(16, 11)",176,"(4, 11)",44.0,0.0,False,,"0 0 0 0 8 0 0 0 0 0 0
0 0 0 0 8 0 0 0 0 0 0
0 0 0 0 8 0 0 0 0 0 0
0 0 0 0 8 0 0 0 0 0 0
0 0 0 0 8 0 0 0 0 0 0
0 0 0 0 8 0 0 0 0 0 0
0 0 0 0 8 0 0 0 0 0 0
0 0 0 0 8 0 0 0 0 0 0
0 0 0 0 8 0 0 0 0 0 0
0 0 0 0 8 0 0 0 0 0 0
0 0 0 0 8 0 0 0 0 0 0
0 0 0 0 4 0 0 0 0 0 0
0 0 0 4 4 4 0 0 0 0 0
0 0 4 4 4 4 4 0 0 0 0
0 4 4 4 8 4 4 4 0 0 0
0 0 0 0 0 0 0 0 0 0 0","0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0",llada_parallel.out,False,132.0,0.25
25d8a9c8,"(3, 3)",9,"(3, 3)",9.0,100.0,False,,"5 5 5
0 0 0
5 5 5","5 5 5
0 0 0
5 5 5",llada_parallel.out,True,0.0,1.0
25ff71a9,"(3, 3)",9,"(3, 3)",9.0,100.0,False,,"0 0 0
2 0 0
2 0 0","0 0 0
2 0 0
2 0 0",llada_parallel.out,True,0.0,1.0
272f95fa,"(17, 15)",255,"(3, 14)",42.0,0.0,False,,"0 0 0 8 2 2 2 2 8 0 0 0 0 0 0
0 0 0 8 2 2 2 2 8 0 0 0 0 0 0
0 0 0 8 2 2 2 2 8 0 0 0 0 0 0
0 0 0 8 2 2 2 2 8 0 0 0 0 0 0
0 0 0 8 2 2 2 2 8 0 0 0 0 0 0
0 0 0 8 2 2 2 2 8 0 0 0 0 0 0
8 8 8 8 8 8 8 8 8 8 8 8 8 8 8
4 4 4 8 6 6 6 6 8 3 3 3 3 3 3
4 4 4 8 6 6 6 6 8 3 3 3 3 3 3
4 4 4 8 6 6 6 6 8 3 3 3 3 3 3
4 4 4 8 6 6 6 6 8 3 3 3 3 3 3
4 4 4 8 6 6 6 6 8 3 3 3 3 3 3
4 4 4 8 6 6 6 6 8 3 3 3 3 3 3
8 8 8 8 8 8 8 8 8 8 8 8 8 8 8
0 0 0 8 1 1 1 1 8 0 0 0 0 0 0
0 0 0 8 1 1 1 1 8 0 0 0 0 0 0
0 0 0 8 1 1 1 1 8 0 0 0 0 0 0","0 0 0 8 2 2 2 2 2 8 0 0 0 0
0 0 0 8 2 2 2 2 2 8 0 0 0 0
0 0 0 8 2 2 2 2 2 8 0 0 0 0",llada_parallel.out,False,213.0,0.16470588235294117
27a28665,"(1, 1)",1,"(3, 3)",9.0,0.0,False,,6,"0 8 0
8 8 8
0 8 0",llada_parallel.out,False,8.0,9.0
28bf18c6,"(3, 6)",18,"(6, 7)",42.0,0.0,False,,"0 0 3 0 0 3
3 3 3 3 3 3
3 0 0 3 0 0","0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0",llada_parallel.out,False,24.0,2.3333333333333335
28e73c20,"(18, 18)",324,"(2, 21)",42.0,0.0,False,,"3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3
3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 0 3
3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 3
3 0 3 3 3 3 3 3 3 3 3 3 3 3 0 3 0 3
3 0 3 0 0 0 0 0 0 0 0 0 0 3 0 3 0 3
3 0 3 0 3 3 3 3 3 3 3 3 0 3 0 3 0 3
3 0 3 0 3 0 0 0 0 0 0 3 0 3 0 3 0 3
3 0 3 0 3 0 3 3 3 3 0 3 0 3 0 3 0 3
3 0 3 0 3 0 3 0 3 3 0 3 0 3 0 3 0 3
3 0 3 0 3 0 3 0 0 0 0 3 0 3 0 3 0 3
3 0 3 0 3 0 3 3 3 3 3 3 0 3 0 3 0 3
3 0 3 0 3 0 0 0 0 0 0 0 0 3 0 3 0 3
3 0 3 0 3 3 3 3 3 3 3 3 3 3 0 3 0 3
3 0 3 0 0 0 0 0 0 0 0 0 0 0 0 3 0 3
3 0 3 3 3 3 3 3 3 3 3 3 3 3 3 3 0 3
3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3
3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3","3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3",llada_parallel.out,False,282.0,0.12962962962962962
29623171,"(11, 11)",121,"(4, 11)",44.0,0.0,False,,"4 4 4 5 0 0 0 5 0 0 0
4 4 4 5 0 0 0 5 0 0 0
4 4 4 5 0 0 0 5 0 0 0
5 5 5 5 5 5 5 5 5 5 5
0 0 0 5 0 0 0 5 0 0 0
0 0 0 5 0 0 0 5 0 0 0
0 0 0 5 0 0 0 5 0 0 0
5 5 5 5 5 5 5 5 5 5 5
0 0 0 5 4 4 4 5 0 0 0
0 0 0 5 4 4 4 5 0 0 0
0 0 0 5 4 4 4 5 0 0 0","0 0 0 5 0 0 0 5 0 0 0
0 0 0 5 0 0 0 5 0 0 0
0 0 0 5 0 0 0 5 0 0 0
4 4 4 4 4 4 4 4 4",llada_parallel.out,False,77.0,0.36363636363636365
29c11459,"(5, 11)",55,"(4, 11)",44.0,0.0,False,,"0 0 0 0 0 0 0 0 0 0 0
4 4 4 4 4 5 8 8 8 8 8
0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0
6 6 6 6 6 5 9 9 9 9 9","4 4 4 4 4 5 8 8 8 8 8
0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0
6 6 6 6 5 9 9 9 9",llada_parallel.out,False,11.0,0.8
2bcee788,"(10, 10)",100,"(4, 10)",40.0,0.0,False,,"3 3 3 3 3 3 3 3 3 3
3 3 3 3 3 3 3 3 3 3
3 3 3 3 3 3 3 3 3 3
3 3 3 3 1 3 3 1 3 3
3 3 3 3 1 1 1 1 3 3
3 3 3 3 3 1 1 3 3 3
3 3 3 3 3 3 3 3 3 3
3 3 3 3 3 3 3 3 3 3
3 3 3 3 3 3 3 3 3 3
3 3 3 3 3 3 3 3 3 3","3 3 3 3 3 3 3 3 3 3
3 3 3 3 3 3 3 3 3 3
3 3 3 3 3 3 3 3 3 3
3 3 3 3 3 3 3 3 3 3 3 3",llada_parallel.out,False,60.0,0.4
2bee17df,"(14, 14)",196,"(3, 14)",42.0,0.0,False,,"8 8 8 8 8 8 8 8 8 8 8 8 8 8
8 8 8 8 3 0 8 8 8 3 3 8 2 2
8 8 8 0 3 0 0 0 0 3 3 0 0 2
8 3 3 3 3 3 3 3 3 3 3 3 3 2
8 8 8 0 3 0 0 0 0 3 3 0 2 2
8 8 0 0 3 0 0 0 0 3 3 2 2 2
8 3 3 3 3 3 3 3 3 3 3 3 3 2
8 8 0 0 3 0 0 0 0 3 3 0 0 2
8 8 0 0 3 0 0 0 0 3 3 0 0 2
8 8 0 0 3 0 0 0 0 3 3 0 0 2
8 3 3 3 3 3 3 3 3 3 3 3 3 2
8 8 0 0 3 0 0 0 0 3 3 0 2 2
8 8 0 2 3 2 2 0 0 3 3 2 2 2
8 2 2 2 2 2 2 2 2 2 2 2 2 2","8 8 8 8 8 8 8 8 8 8 8 8 8 8
8 8 8 8 0 0 8 8 8 0 0 8 2 2
8 8 8 0 0 0 0 0 0 0 0 0 0 2",llada_parallel.out,False,154.0,0.21428571428571427
2c608aff,"(19, 21)",399,"(2, 21)",42.0,0.0,False,,"2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2
2 2 1 2 2 2 2 2 2 1 2 2 2 2 2 2 2 1 2 2 2
2 2 2 2 2 2 2 2 2 1 2 2 2 1 2 2 2 2 2 2 2
2 2 2 2 2 2 2 2 2 1 2 2 2 1 2 2 2 2 2 2 2
2 2 2 2 2 2 2 8 8 8 8 8 8 8 8 2 2 2 2 2 2
2 2 2 2 2 2 2 8 8 8 8 8 8 8 8 2 2 2 2 2 2
2 2 2 2 2 2 2 8 8 8 8 8 8 8 8 1 1 1 1 1 2
2 2 2 2 2 2 2 8 8 8 8 8 8 8 8 2 2 2 2 2 2
2 2 1 1 1 1 1 8 8 8 8 8 8 8 8 2 2 2 2 2 2
2 2 2 2 2 2 2 8 8 8 8 8 8 8 8 2 2 2 2 2 2
2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2
2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2
2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 1 2 2 2 2 2
2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2
2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2
2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2
2 2 2 1 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2
2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2","2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2",llada_parallel.out,False,357.0,0.10526315789473684
2dc579da,"(6, 6)",36,"(8, 5)",40.0,0.0,False,,"1 1 1 1 1 1
1 1 1 1 1 1
1 1 1 1 1 1
1 2 1 1 1 1
1 1 1 1 1 1
1 1 1 1 1 1","1 1 1 1 1
1 1 1 1 1
1 1 1 2 1
1 1 1 1 1
1 1 1 1 1
1 1 1 1 1
1 1 1 1 1 1 1
1 1 1 1 1",llada_parallel.out,False,4.0,1.1111111111111112
2dd70a9a,"(13, 13)",169,"(1, 42)",42.0,0.0,False,,"8 8 8 8 0 0 0 0 0 8 8 0 0
8 0 0 0 0 8 2 2 3 3 0 0 0
0 8 0 0 8 8 0 0 0 3 0 0 0
0 0 8 0 0 0 0 0 8 3 0 0 8
0 0 8 0 0 0 8 0 0 3 0 0 8
0 0 0 8 0 0 0 0 8 3 8 0 0
0 0 0 0 0 0 0 0 0 3 8 0 0
8 0 8 3 3 3 3 3 3 3 8 0 0
0 8 8 0 0 8 0 0 0 0 8 0 0
0 0 0 0 0 0 8 8 0 0 0 0 0
0 8 8 0 0 0 8 0 0 0 0 0 0
0 0 0 8 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 8 0",8 8 8 8 0 0 0 0 0 8 8 0 0 8 0 0 0 0 8 2 2 0 0 0 0 0 0 8 0 0 8 8 0 0 0 0 0 0 0 0 0 8,llada_parallel.out,False,127.0,0.2485207100591716
2dee498d,"(5, 5)",25,"(4, 10)",40.0,0.0,False,,"0 2 0 4 4
2 2 0 4 4
0 2 2 2 0
1 1 0 2 2
1 1 0 2 0","0 2 0 4 4 0 2 0 4 4
2 2 0 4 4 2 2 0 4 4
0 2 2 2 0 0 2 2 2 0
1 1 0 2 1 1 0 2",llada_parallel.out,False,15.0,1.6
31aa019c,"(10, 10)",100,"(5, 10)",50.0,0.0,False,,"0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
0 0 0 0 2 2 2 0 0 0
0 0 0 0 2 9 2 0 0 0
0 0 0 0 2 2 2 0 0 0
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0","0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
0 0",llada_parallel.out,False,50.0,0.5
321b1fc6,"(10, 10)",100,"(5, 10)",50.0,0.0,False,,"0 0 0 0 0 0 0 0 0 0
0 4 4 0 0 0 4 4 0 0
3 4 3 3 0 3 4 3 3 0
0 0 3 0 0 0 0 3 0 0
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 4 4 0 0
0 0 0 0 0 3 4 3 3 0
0 0 0 0 0 0 0 3 0 0
0 0 0 0 0 0 0 0 0 0","0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
0 0",llada_parallel.out,False,50.0,0.5
32597951,"(17, 17)",289,"(1, 42)",42.0,0.0,False,,"1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0
0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1
0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0
1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0
0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1
0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0
1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0
0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1
0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0
1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0
0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1
0 0 1 0 0 1 0 8 3 8 8 3 8 0 1 0 0
1 0 0 1 0 0 1 8 8 3 8 8 3 0 0 1 0
0 1 0 0 1 0 0 3 8 8 3 8 8 1 0 0 1
0 0 1 0 0 1 0 8 3 8 8 3 8 0 1 0 0
1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0
0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1",1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0,llada_parallel.out,False,247.0,0.1453287197231834
3345333e,"(16, 16)",256,"(1, 42)",42.0,0.0,False,,"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 5 0 0 0 5 0 0 0 0
0 0 0 0 0 0 5 0 5 5 5 0 5 0 0 0
0 0 0 0 0 5 5 0 0 0 0 0 5 5 0 0
0 0 0 0 0 5 5 5 5 5 5 5 5 5 0 0
0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0
0 0 0 0 0 5 5 5 5 5 5 5 5 5 0 0
0 0 0 0 0 0 5 5 0 5 0 5 5 0 0 0
0 0 0 0 0 0 0 5 0 0 0 5 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,llada_parallel.out,False,214.0,0.1640625
3428a4f5,"(6, 5)",30,"(8, 5)",40.0,0.0,False,,"3 0 3 0 3
0 0 0 3 0
0 0 0 0 3
3 0 0 3 3
3 3 0 3 0
0 3 0 0 0","3 3 3 0 3
3 0 3 3 3
3 3 0 3 3
3 3 3 0 3
3 0 3 0 3
0 0 0 3 3
3 3 3 3 3 3 3
3 0 3 3 3",llada_parallel.out,False,10.0,1.3333333333333333
3618c87e,"(5, 5)",25,"(5, 5)",25.0,92.0,False,,"0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 5 0 5
5 5 1 5 1","0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 5 0 5
5 1 5 5 1",llada_parallel.out,True,0.0,1.0
363442ee,"(9, 13)",117,"(1, 42)",42.0,0.0,False,,"3 3 9 5 0 0 0 3 3 9 3 3 9
8 4 4 5 0 0 0 8 4 4 8 4 4
8 9 8 5 0 0 0 8 9 8 8 9 8
0 0 0 5 3 3 9 0 0 0 3 3 9
0 0 0 5 8 4 4 0 0 0 8 4 4
0 0 0 5 8 9 8 0 0 0 8 9 8
0 0 0 5 3 3 9 3 3 9 0 0 0
0 0 0 5 8 4 4 8 4 4 0 0 0
0 0 0 5 8 9 8 8 9 8 0 0 0",3 3 9 5 3 3 9 0 0 0 3 3 9 8 4 4 5 8 4 4 0 0 0 8 4 4 8 9 8 5 8 9 8 0 0 0 8 9 8 0 0 0,llada_parallel.out,False,75.0,0.358974358974359
36d67576,"(14, 15)",210,"(3, 15)",45.0,0.0,False,,"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 1 3 0 0 0 0 0 0 0 0 0 0 0
0 0 4 4 2 0 0 0 0 0 0 4 4 1 0
0 0 4 0 4 3 0 0 0 0 4 0 4 3 0
0 0 0 4 4 1 0 0 0 0 4 4 2 0 0
0 0 0 0 0 0 0 0 0 0 1 3 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 3 1 0 0 0 0
1 4 4 0 0 0 0 0 2 4 4 0 0 0 0
3 4 0 4 0 0 0 3 4 0 4 0 0 0 0
0 2 4 4 0 0 0 1 4 4 0 0 0 0 0
0 0 3 1 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0","0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0",llada_parallel.out,False,165.0,0.21428571428571427
36fdfd69,"(17, 18)",306,"(1, 42)",42.0,0.0,False,,"0 0 0 9 9 9 0 0 9 9 0 0 0 0 0 0 9 0
9 2 4 2 2 4 0 0 0 9 0 0 9 0 0 0 0 0
0 2 2 4 4 2 0 0 9 9 9 0 0 9 0 0 9 0
0 0 0 0 0 0 0 0 0 9 9 9 9 9 9 0 9 0
0 9 9 0 0 0 9 0 9 9 0 9 0 0 9 9 9 9
9 9 9 9 0 9 2 4 2 2 9 0 0 9 0 0 0 0
0 0 0 0 0 9 2 2 2 2 9 0 9 9 0 0 0 0
9 0 9 9 0 9 0 0 9 0 9 9 0 9 9 9 0 9
0 0 0 9 0 0 0 9 9 9 9 9 0 9 0 0 0 0
9 9 0 9 0 9 0 9 9 0 0 9 9 0 0 0 0 9
0 9 9 0 9 0 4 2 9 0 0 9 0 0 9 9 9 9
0 9 9 0 0 9 2 4 9 9 0 0 0 9 9 9 0 9
9 0 9 9 0 9 9 9 0 0 9 0 0 0 9 9 9 0
9 9 9 9 9 9 0 0 0 0 9 2 2 4 2 2 4 0
0 9 9 9 9 9 9 0 9 0 0 2 4 2 4 4 2 9
0 9 0 9 0 0 9 9 0 9 0 2 2 4 2 2 4 0
9 0 0 0 0 0 0 0 0 0 0 0 9 0 9 9 9 0",0 0 0 9 9 9 0 0 9 9 0 0 0 0 0 0 9 0 9 2 9 2 2 9 0 0 0 9 0 0 9 0 0 0 0 0 0 2 2 9 9 2,llada_parallel.out,False,264.0,0.13725490196078433
3906de3d,"(10, 10)",100,"(6, 10)",60.0,0.0,False,,"0 1 1 1 1 1 1 1 1 1
0 1 2 1 1 1 1 1 2 1
0 1 2 1 2 1 2 1 2 1
0 1 2 1 2 2 0 1 2 1
0 0 0 1 0 2 0 0 2 1
0 0 0 0 0 2 0 0 2 0
0 0 0 0 0 2 0 0 2 0
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0","0 1 1 1 1 1 1 1 1 1
0 1 1 2 1 1 1 1 1 1
0 1 1 2 1 1 1 1 2 1
0 1 1 2 2 1 2 1 2 1
0
0",llada_parallel.out,False,40.0,0.6
39a8645d,"(3, 3)",9,"(3, 13)",39.0,0.0,False,,"0 2 0
2 2 2
2 2 0","0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0",llada_parallel.out,False,30.0,4.333333333333333
3aa6fb7a,"(7, 7)",49,"(6, 7)",42.0,0.0,False,,"0 0 0 0 0 8 8
8 8 0 0 0 1 8
8 1 0 0 0 0 0
0 0 0 8 1 0 0
0 0 0 8 8 0 0
1 8 0 0 0 0 0
8 8 0 0 0 0 0","0 0 0 0 0 8 8
8 8 1 0 0 0 8
8 0 0 0 0 0 0
0 0 0 8 0 0 0
0 0 0 8 8 0 0
0 8 1 0 0 0 0",llada_parallel.out,False,7.0,0.8571428571428571
3ac3eb23,"(6, 12)",72,"(4, 12)",48.0,0.0,False,,"0 0 3 0 0 0 6 0 0 7 0 0
0 3 0 3 0 6 0 6 7 0 7 0
0 0 3 0 0 0 6 0 0 7 0 0
0 3 0 3 0 6 0 6 7 0 7 0
0 0 3 0 0 0 6 0 0 7 0 0
0 3 0 3 0 6 0 6 7 0 7 0","0 0 3 0 0 0 6 0 0 7 0 0
0 0 3 0 0 0 6 0 0 7 0 0
0 0 3 0 0 0 6 0 0 7 0 0
0 0 3 0 0 0",llada_parallel.out,False,24.0,0.6666666666666666
3af2c5a8,"(6, 8)",48,,,0.0,False,,"4 0 0 0 0 0 0 4
0 0 0 4 4 0 0 0
4 4 0 0 0 0 4 4
4 4 0 0 0 0 4 4
0 0 0 4 4 0 0 0
4 0 0 0 0 0 0 4",,llada_parallel.out,False,,
3bd67248,"(10, 10)",100,"(1, 42)",42.0,0.0,False,,"3 0 0 0 0 0 0 0 0 2
3 0 0 0 0 0 0 0 2 0
3 0 0 0 0 0 0 2 0 0
3 0 0 0 0 0 2 0 0 0
3 0 0 0 0 2 0 0 0 0
3 0 0 0 2 0 0 0 0 0
3 0 0 2 0 0 0 0 0 0
3 0 2 0 0 0 0 0 0 0
3 2 0 0 0 0 0 0 0 0
3 4 4 4 4 4 4 4 4 4",3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2,llada_parallel.out,False,58.0,0.42
